852863930	20190617	201906	2019	2019.4575	IRN	TEHRAN	IRN								MED	SPOKESMAN						MED			1	130	130	13	3	-4.4	93	93	93	-1.99467920767066	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Berlin, Berlin, Germany	GM	GM16	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	52.5167	13.4	-1746443	20190617	https://www.washingtonpost.com/world/middle_east/spokesman-iran-to-break-stockpile-limit-set-by-nuclear-deal/2019/06/17/084cea26-90d8-11e9-956a-88c291ab5c38_story.html
852866714	20190617	201906	2019	2019.4575	IRN	TEHRAN	IRN								MED	SPOKESMAN						MED			1	130	130	13	3	-4.4	13	13	13	-1.85415584680143	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190617	https://www.usatoday.com/story/news/world/2019/06/17/iran-says-increase-uranium-enrichment-levels/1475037001/
852871932	20190617	201906	2019	2019.4575	IRN	TEHRAN	IRN								MED	SPOKESMAN						MED			1	130	130	13	3	-4.4	1	1	1	-2.24089635854341	4	Berlin, Berlin, Germany	GM	GM16	52.5167	13.4	-1746443	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	50.8333	4.33333	-1955538	20190617	https://www.airdrietoday.com/world-news/iran-says-it-will-break-uranium-stockpile-limit-in-10-days-1509619
852874737	20190617	201906	2019	2019.4575	IRN	IRAN	IRN																		1	130	130	13	3	-4.4	12	6	12	-1.84234476712074	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	50.8333	4.33333	-1955538	20190617	https://www.mrt.com/news/world/article/Spokesman-Iran-to-break-stockpile-limit-set-by-14002225.php
852874738	20190617	201906	2019	2019.4575	IRN	IRAN	IRN																		1	130	130	13	3	-4.4	6	6	6	-1.84234476712074	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190617	https://www.mrt.com/news/world/article/Spokesman-Iran-to-break-stockpile-limit-set-by-14002225.php
852874773	20190617	201906	2019	2019.4575	IRN	IRAN	IRN								MED	SPOKESMAN						MED			1	130	130	13	3	-4.4	9	9	9	-2.05013713860813	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Berlin, Berlin, Germany	GM	GM16	52.5167	13.4	-1746443	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	50.8333	4.33333	-1955538	20190617	https://www.mrt.com/news/world/article/Spokesman-Iran-to-break-stockpile-limit-set-by-14002225.php
852874774	20190617	201906	2019	2019.4575	IRN	TEHRAN	IRN								MED	SPOKESMAN						MED			1	130	130	13	3	-4.4	2	2	2	-1.93469380519818	1	Luxembourg	LU	LU	49.75	6.166667	LU	4	Berlin, Berlin, Germany	GM	GM16	52.5167	13.4	-1746443	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190617	http://www.wboc.com/story/40656431/iran-says-it-will-break-uranium-stockpile-limit-in-10-days
852877333	20190617	201906	2019	2019.4575	IRN	TEHRAN	IRN								MED	SPOKESMAN						MED			1	130	130	13	3	-4.4	2	2	2	-2.26950354609929	4	Berlin, Berlin, Germany	GM	GM16	52.5167	13.4	-1746443	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Berlin, Berlin, Germany	GM	GM16	52.5167	13.4	-1746443	20190617	http://www.chroniclejournal.com/news/world/iran-says-it-will-break-uranium-stockpile-limit-in-days/article_47e02be2-189a-5c99-9b20-a49c9e164d26.html
852877334	20190617	201906	2019	2019.4575	IRN	TEHRAN	IRN								MED	SPOKESMAN						MED			1	130	130	13	3	-4.4	68	68	68	-2.02260217553882	4	Berlin, Berlin, Germany	GM	GM16	52.5167	13.4	-1746443	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190617	https://www.abqjournal.com/1329311/spokesman-iran-to-break-stockpile-limit-set-by-nuclear-deal.html
852883740	20190617	201906	2019	2019.4575	USA	UNITED STATES	USA								BUS	OIL TANKER						BUS			1	138	138	13	3	-7.0	10	1	10	-3.19148936170213	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190617	https://www.middleeastmonitor.com/20190617-iran-parliament-speaker-hints-us-could-have-planned-oil-tanker-attacks/
852894908	20190617	201906	2019	2019.4575	IGOUNODEV	UNESCO		UNO				IGO	DEV		SPY	INTELLIGENCE						SPY			1	130	130	13	3	-4.4	10	1	10	0	1	Belgium	BE	BE	50.833333	4	BE	1	United Arab Emirates	AE	AE	24	54	AE	1	Belgium	BE	BE	50.833333	4	BE	20190617	https://www.brand-e.biz/innovation/the-gender-prejudice-of-ai
852897951	20190617	201906	2019	2019.4575	IRN	IRAN	IRN								MED	SPOKESMAN						MED			1	130	130	13	3	-4.4	4	4	4	-1.85186040119145	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	50.8333	4.33333	-1955538	20190617	http://www.lowellsun.com/breakingnews/ci_32687559/iran-says-it-will-break-uranium-stockpile-limit
852922704	20180617	201806	2018	2018.4575											MOS	ISLAMIC				MOS					1	163	163	16	4	-8.0	4	3	4	-5.87104406980183	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190617	https://news.yahoo.com/qatar-airways-not-affected-rising-144022463.html
852943644	20190617	201906	2019	2019.4575	ARE	UNITED ARAB EMIRATES	ARE																		1	130	130	13	3	-4.4	4	1	4	-1.09289617486338	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190617	https://www.bollywoodhungama.com/news/bollywood/arbaaz-khan-part-priya-prakash-varriers-sridevi-bungalow-heres-playing/
852967702	20190617	201906	2019	2019.4575	USAGOV	BARACK OBAMA	USA					GOV			SYR	SYRIA	SYR								1	138	138	13	3	-7.0	2	1	2	-9.375	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190617	https://ipolitics.ca/2019/06/17/salvos-of-twitter-rage-wont-avert-war-in-the-gulf/
852993090	20190617	201906	2019	2019.4575	ARE	DUBAI	ARE								SAU	SAUDI	SAU								1	130	130	13	3	-4.4	8	1	8	-8.35654596100282	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Khamis Mushait, Saudi Arabia (general), Saudi Arabia	SA	SA00	18.3064	42.7292	-3096384	4	Sanaa, Sana', Yemen	YM	YM16	15.3547	44.2067	-3191442	20190617	https://www.apnews.com/96d56129049246819349bb308d44ad99
853009151	20190617	201906	2019	2019.4575	ARE	UNITED ARAB EMIRATES	ARE								SAU	SAUDI ARABIA	SAU								0	160	160	16	4	-4.0	6	1	6	-6.0790273556231	1	United Arab Emirates	AE	AE	24	54	AE	1	Saudi Arabia	SA	SA	25	45	SA	1	United Arab Emirates	AE	AE	24	54	AE	20190617	https://www.breitbart.com/national-security/2019/06/17/report-former-egyptian-president-mohamed-morsi-collapses-dies-court/
853009152	20190617	201906	2019	2019.4575	ARE	UNITED ARAB EMIRATES	ARE								SAU	SAUDI ARABIA	SAU								0	160	160	16	4	-4.0	2	1	2	-6.0790273556231	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	United Arab Emirates	AE	AE	24	54	AE	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20190617	https://www.breitbart.com/national-security/2019/06/17/report-former-egyptian-president-mohamed-morsi-collapses-dies-court/
853009153	20190617	201906	2019	2019.4575	ARE	UNITED ARAB EMIRATES	ARE								SAU	SAUDI ARABIA	SAU								0	160	160	16	4	-4.0	2	1	2	-6.0790273556231	1	Saudi Arabia	SA	SA	25	45	SA	1	Saudi Arabia	SA	SA	25	45	SA	1	United Arab Emirates	AE	AE	24	54	AE	20190617	https://www.breitbart.com/national-security/2019/06/17/report-former-egyptian-president-mohamed-morsi-collapses-dies-court/
853009922	20190617	201906	2019	2019.4575	SAU	SAUDI ARABIA	SAU								ARE	UNITED ARAB EMIRATES	ARE								0	160	160	16	4	-4.0	2	1	2	-6.0790273556231	1	United Arab Emirates	AE	AE	24	54	AE	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20190617	https://www.breitbart.com/national-security/2019/06/17/report-former-egyptian-president-mohamed-morsi-collapses-dies-court/
853009923	20190617	201906	2019	2019.4575	SAU	SAUDI ARABIA	SAU								ARE	UNITED ARAB EMIRATES	ARE								0	160	160	16	4	-4.0	6	1	6	-6.0790273556231	1	Saudi Arabia	SA	SA	25	45	SA	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190617	https://www.breitbart.com/national-security/2019/06/17/report-former-egyptian-president-mohamed-morsi-collapses-dies-court/
853009924	20190617	201906	2019	2019.4575	SAU	SAUDI ARABIA	SAU								ARE	UNITED ARAB EMIRATES	ARE								0	160	160	16	4	-4.0	2	1	2	-6.0790273556231	1	Saudi Arabia	SA	SA	25	45	SA	1	Saudi Arabia	SA	SA	25	45	SA	1	United Arab Emirates	AE	AE	24	54	AE	20190617	https://www.breitbart.com/national-security/2019/06/17/report-former-egyptian-president-mohamed-morsi-collapses-dies-court/
853015145	20190617	201906	2019	2019.4575	GOV	SECRETARY OF STATE						GOV			USA	UNITED STATES	USA								0	130	130	13	3	-4.4	6	1	6	-1.76211453744494	1	United Arab Emirates	AE	AE	24	54	AE	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20190617	https://www.jns.org/us-to-send-additional-1000-troops-to-mideast-in-reaction-to-iranian-threats/
853017024	20190617	201906	2019	2019.4575	IRN	IRAN	IRN								USA	UNITED STATES	USA								1	130	130	13	3	-4.4	3	1	3	-2.76647681041497	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190617	https://www.statesville.com/news/state/ap/iran-speeds-up-uranium-enrichment-as-mideast-tensions-mount/article_3c0567d3-3f9d-57d0-9dde-b39a3608759d.html
853017029	20190617	201906	2019	2019.4575	IRN	IRAN	IRN								USAMIL	AMERICAN TROOPS	USA					MIL			1	130	130	13	3	-4.4	1	1	1	-2.76647681041497	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190617	https://www.statesville.com/news/state/ap/iran-speeds-up-uranium-enrichment-as-mideast-tensions-mount/article_3c0567d3-3f9d-57d0-9dde-b39a3608759d.html
