851793834	20190612	201906	2019	2019.4438	YEM	YEMEN	YEM								SAU	SAUDI	SAU								1	138	138	13	3	-7.0	6	1	6	-6.58682634730539	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190612	http://www.xinhuanet.com/english/2019-06/12/c_138137607.htm
851816892	20190612	201906	2019	2019.4438	ARE	DUBAI	ARE								USA	UNITED STATES	USA								1	163	163	16	4	-8.0	2	1	2	-2.52252252252253	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20190612	https://www.channelnewsasia.com/news/asia/iran-to-ask-japan-s-abe-to-mediate-over-us-oil-sanctions-11620034
851820639	20190612	201906	2019	2019.4438	GBR	UNITED KINGDOM	GBR								CRM	CRIMINAL						CRM			1	160	160	16	4	-4.0	1	1	1	-8.22942643391521	1	United Kingdom	UK	UK	54	-4	UK	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	United Kingdom	UK	UK	54	-4	UK	20190612	https://www.thetelegraphandargus.co.uk/news/17700805.significant-drug-trafficking-and-money-laundering-gang-dismantled-after-lengthy-police-operation/
851833353	20190612	201906	2019	2019.4438											REB	REBEL						REB			1	130	130	13	3	-4.4	11	6	11	-9.56030457372941	0							1	United Arab Emirates	AE	AE	24	54	AE	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	20190612	http://www.spacewar.com/afp/190612143101.li0jkrz4.html
851833354	20190612	201906	2019	2019.4438											REB	REBEL						REB			1	130	130	13	3	-4.4	16	7	16	-9.63274441767609	0							1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190612	http://www.spacewar.com/afp/190612143101.li0jkrz4.html
851833986	20190612	201906	2019	2019.4438	GBR	UNITED KINGDOM	GBR								CRM	CRIMINAL						CRM			0	160	160	16	4	-4.0	1	1	1	-6.8661971830986	4	Black Country, Sandwell, United Kingdom	UK	UKL7	52.5	-2	-2590080	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Black Country, Sandwell, United Kingdom	UK	UKL7	52.5	-2	-2590080	20190612	https://www.birminghammail.co.uk/black-country/traffickers-rumbled-after-massive-7kg-16419293
851839755	20190612	201906	2019	2019.4438											CRM	GANG						CRM			1	160	160	16	4	-4.0	7	1	7	-4.89795918367347	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190612	https://www.standard.co.uk/news/crime/criminal-gang-facing-jail-after-laundering-profits-of-8-million-drugs-supply-operation-through-sham-a4165851.html
851846484	20190513	201905	2019	2019.3644	IRN	IRAN	IRN								ARE	UNITED ARAB EMIRATES	ARE								1	130	130	13	3	-4.4	192	32	192	-2.85962765550389	1	Iran	IR	IR	32	53	IR	1	United Arab Emirates	AE	AE	24	54	AE	1	Iran	IR	IR	32	53	IR	20190612	https://www.fox13memphis.com/news/lawmakers-challenge-trump-official-on-saudi-arms-sale/957529922
851861395	20190612	201906	2019	2019.4438	IRN	IRAN	IRN								GOV	ADMINISTRATION						GOV			0	130	130	13	3	-4.4	2	1	2	-2.26757369614512	1	United Arab Emirates	AE	AE	24	54	AE	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	1	United Arab Emirates	AE	AE	24	54	AE	20190612	https://www.axios.com/state-official-kushner-saudi-arms-sales-55e392c0-9f14-4a6c-9bcf-50c2554d8a99.html
851875667	20190612	201906	2019	2019.4438	QAT	QATAR	QAT								PSE	PALESTINIAN	PSE								1	163	163	16	4	-8.0	1	1	1	1.74672489082969	1	United Arab Emirates	AE	AE	24	54	AE	1	Bahrain	BA	BA	26	50.5	BA	1	Bahrain	BA	BA	26	50.5	BA	20190612	https://hamodia.com/2019/06/12/iraq-skip-bahrain-conference/
851875746	20190612	201906	2019	2019.4438	SAU	SAUDI ARABIA	SAU								PSE	PALESTINIAN	PSE								1	163	163	16	4	-8.0	1	1	1	1.74672489082969	1	United Arab Emirates	AE	AE	24	54	AE	1	Bahrain	BA	BA	26	50.5	BA	1	Bahrain	BA	BA	26	50.5	BA	20190612	https://hamodia.com/2019/06/12/iraq-skip-bahrain-conference/
851875747	20190612	201906	2019	2019.4438	SAU	SAUDI ARABIA	SAU								PSE	PALESTINIAN	PSE								1	163	163	16	4	-8.0	1	1	1	1.74672489082969	1	United Arab Emirates	AE	AE	24	54	AE	1	Bahrain	BA	BA	26	50.5	BA	1	Jordan	JO	JO	31	36	JO	20190612	https://hamodia.com/2019/06/12/iraq-skip-bahrain-conference/
851877593	20190612	201906	2019	2019.4438	ARE	UNITED ARAB EMIRATES	ARE								QAT	QATAR	QAT								0	161	161	16	4	-4.0	4	1	4	-4.46685878962536	1	United Arab Emirates	AE	AE	24	54	AE	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	1	United Arab Emirates	AE	AE	24	54	AE	20190612	https://www.jns.org/opinion/no-american-weapons-to-anti-semitic-governments/
851877594	20190612	201906	2019	2019.4438	ARE	UNITED ARAB EMIRATES	ARE								QAT	QATAR	QAT								0	161	161	16	4	-4.0	1	1	1	-4.46685878962536	1	Bahrain	BA	BA	26	50.5	BA	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	1	United Arab Emirates	AE	AE	24	54	AE	20190612	https://www.jns.org/opinion/no-american-weapons-to-anti-semitic-governments/
851877630	20190612	201906	2019	2019.4438	BHR	BAHRAIN	BHR								QAT	QATAR	QAT								0	161	161	16	4	-4.0	4	1	4	-4.46685878962536	1	Bahrain	BA	BA	26	50.5	BA	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	1	United Arab Emirates	AE	AE	24	54	AE	20190612	https://www.jns.org/opinion/no-american-weapons-to-anti-semitic-governments/
851877631	20190612	201906	2019	2019.4438	BHR	BAHRAIN	BHR								QAT	QATAR	QAT								0	161	161	16	4	-4.0	1	1	1	-4.46685878962536	1	Saudi Arabia	SA	SA	25	45	SA	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	1	United Arab Emirates	AE	AE	24	54	AE	20190612	https://www.jns.org/opinion/no-american-weapons-to-anti-semitic-governments/
851878068	20190612	201906	2019	2019.4438	EGY	EGYPT	EGY								QAT	QATAR	QAT								0	161	161	16	4	-4.0	5	1	5	-4.46685878962536	1	Egypt	EG	EG	27	30	EG	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	1	United Arab Emirates	AE	AE	24	54	AE	20190612	https://www.jns.org/opinion/no-american-weapons-to-anti-semitic-governments/
851878162	20190612	201906	2019	2019.4438	GBR	UNITED KINGDOM	GBR								ARE	UNITED ARAB EMIRATES	ARE								1	130	130	13	3	-4.4	2	1	2	-5.54272517321016	1	United Kingdom	UK	UK	54	-4	UK	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	United Kingdom	UK	UK	54	-4	UK	20190612	https://time.com/5461956/british-academic-sentenced-spying-united-arab-emirates/
851878476	20190612	201906	2019	2019.4438	IRN	IRAN	IRN								GOV	ADMINISTRATION						GOV			0	130	130	13	3	-4.4	2	1	2	-5.99593495934959	1	United Arab Emirates	AE	AE	24	54	AE	1	Saudi Arabia	SA	SA	25	45	SA	1	United Arab Emirates	AE	AE	24	54	AE	20190612	https://thehill.com/policy/defense/448186-house-dems-introduce-resolutions-to-block-trumps-saudi-arms-sales
851879160	20190612	201906	2019	2019.4438	SAU	SAUDI ARABIA	SAU								QAT	QATAR	QAT								0	161	161	16	4	-4.0	1	1	1	-4.46685878962536	1	Egypt	EG	EG	27	30	EG	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	1	United Arab Emirates	AE	AE	24	54	AE	20190612	https://www.jns.org/opinion/no-american-weapons-to-anti-semitic-governments/
851879161	20190612	201906	2019	2019.4438	SAU	SAUDI ARABIA	SAU								QAT	QATAR	QAT								0	161	161	16	4	-4.0	4	1	4	-4.46685878962536	1	Saudi Arabia	SA	SA	25	45	SA	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	1	United Arab Emirates	AE	AE	24	54	AE	20190612	https://www.jns.org/opinion/no-american-weapons-to-anti-semitic-governments/
851886687	20190612	201906	2019	2019.4438											IRQBUS	BAGHDAD	IRQ					BUS			1	130	130	13	3	-4.4	7	1	7	-4.11255411255411	0							1	United Arab Emirates	AE	AE	24	54	AE	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190612	https://www.timesofisrael.com/us-blacklists-iraqi-firm-accused-of-gunrunning-for-iranian-guards/
851887050	20190612	201906	2019	2019.4438	COP	POLICE						COP			CRM	DEALER						CRM			1	166	166	16	4	-7.0	10	1	10	-5.25114155251142	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190612	https://www.morleyobserver.co.uk/news/crime/leeds-cannabis-dealer-drove-at-130mph-in-motorway-chase-1-9818904
851887492	20190612	201906	2019	2019.4438	IRQ	IRAQ	IRQ								IRQBUS	BAGHDAD	IRQ					BUS			1	130	130	13	3	-4.4	1	1	1	-4.11255411255411	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	20190612	https://www.timesofisrael.com/us-blacklists-iraqi-firm-accused-of-gunrunning-for-iranian-guards/
851903950	20190612	201906	2019	2019.4438	ARE	UNITED ARAB EMIRATES	ARE																		1	130	130	13	3	-4.4	6	1	6	-3.1578947368421	4	Ras Al Khaimah, Ra's al Khaymah, United Arab Emirates	AE	AE05	25.7895	55.9432	-784007	0							4	Ras Al Khaimah, Ra's al Khaymah, United Arab Emirates	AE	AE05	25.7895	55.9432	-784007	20190612	https://menafn.com/1098636505/UAE-Ras-Al-Khaimah-fines-89-food-outlets-for-flouting-rules
