871463571	20190909	201909	2019	2019.6822	NGOUSAJEW	AMIT	USA			JEW		NGO													1	160	160	16	4	-4.0	3	1	3	-2.80701754385965	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190909	https://www.dnaindia.com/television/report-we-are-better-together-as-one-unit-amit-tandon-calls-off-divorce-with-wife-ruby-2788533
871463573	20190909	201909	2019	2019.6822	NGOUSAJEW	AMIT	USA			JEW		NGO			ARE	UNITED ARAB EMIRATES	ARE								1	160	160	16	4	-4.0	2	1	2	-2.80701754385965	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190909	https://www.dnaindia.com/television/report-we-are-better-together-as-one-unit-amit-tandon-calls-off-divorce-with-wife-ruby-2788533
871469738	20190909	201909	2019	2019.6822	BUS	BUSINESS						BUS													1	160	160	16	4	-4.0	10	1	10	-7.09090909090909	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190909	https://www.thedrinksbusiness.com/2019/09/berkshire-gang-jailed-for-120m-alcohol-fraud/
871482910	20190909	201909	2019	2019.6822	REL	RELIGION									SIK	SIKH				SIK					1	160	160	16	4	-4.0	28	7	28	-3.13533689463758	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190909	https://www.prokerala.com/news/articles/a959278.html
871484686	20190909	201909	2019	2019.6822											JUD	PROSECUTOR						JUD			1	134	134	13	3	-5.8	5	1	5	-9.85915492957742	0							4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20190909	https://www.khaleejtimes.com/uae/abu-dhabi/man-in-dock-for-threatening-girlfriend-on-snapchat-in-uae
871484699	20190909	201909	2019	2019.6822											MED	MEDIA						MED			0	130	130	13	3	-4.4	5	1	5	-9.85915492957742	0							4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20190909	https://www.khaleejtimes.com/uae/abu-dhabi/man-in-dock-for-threatening-girlfriend-on-snapchat-in-uae
871484700	20190909	201909	2019	2019.6822											MED	MEDIA						MED			0	130	130	13	3	-4.4	5	1	5	-9.85915492957742	0							4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	25.1723	55.2444	11414110	20190909	https://www.khaleejtimes.com/uae/abu-dhabi/man-in-dock-for-threatening-girlfriend-on-snapchat-in-uae
871498277	20190909	201909	2019	2019.6822	IND	DELHI	IND								SIK	SIKH				SIK					1	160	160	16	4	-4.0	8	2	8	-3.54979386936646	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190909	https://www.indiatvnews.com/news/india-sikh-man-denied-entry-at-delhi-s-upscale-restaurant-due-to-religion-attire-we-qutub-548435
871529291	20190909	201909	2019	2019.6822	COP	POLICE						COP			CRM	DRUG KINGPIN						CRM			1	130	130	13	3	-4.4	1	1	1	-9.35251798561151	4	Keselwatta, Uva, Sri Lanka	CE	CE35	7.1174	81.0601	-2223184	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Keselwatta, Uva, Sri Lanka	CE	CE35	7.1174	81.0601	-2223184	20190909	http://www.dailymirror.lk/print/front_page/Kanjipani-Imran-faces-court-for-threatening-cop/238-174258
871529918	20190909	201909	2019	2019.6822	LKACOP	SRI LANKA	LKA					COP			CRM	DRUG KINGPIN						CRM			1	130	130	13	3	-4.4	1	1	1	-9.35251798561151	4	Keselwatta, Uva, Sri Lanka	CE	CE35	7.1174	81.0601	-2223184	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Keselwatta, Uva, Sri Lanka	CE	CE35	7.1174	81.0601	-2223184	20190909	http://www.dailymirror.lk/print/front_page/Kanjipani-Imran-faces-court-for-threatening-cop/238-174258
871544513	20190909	201909	2019	2019.6822											AFR	AFRICA	AFR								1	130	130	13	3	-4.4	6	1	6	-0.55658627087198	0							4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20190909	https://www.thesun.co.uk/sport/mma/9891912/khabib-nurmagomedov-africa-fight-charity-conor-mcgregor/
871544775	20190909	201909	2019	2019.6822	ARE	UNITED ARAB EMIRATES	ARE								AFR	AFRICA	AFR								1	130	130	13	3	-4.4	4	1	4	-0.55658627087198	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20190909	https://www.thesun.co.uk/sport/mma/9891912/khabib-nurmagomedov-africa-fight-charity-conor-mcgregor/
871564630	20190909	201909	2019	2019.6822	USA	WASHINGTON	USA								CHN	CHINA	CHN								1	130	130	13	3	-4.4	1	1	1	-8.27586206896552	1	United Arab Emirates	AE	AE	24	54	AE	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20190909	https://www.presstv.com/Detail/2019/09/09/605769/US-concern-China-import-oil-Iran-sanctions
